pdb,uniprot_id,database,reason
6LAH,A0A1E1GJG5,pdb,excluded_species
3E3Q,P01897,pdb,excluded_species
1FZO,P01901,pdb,excluded_species
6L9L,P01897,pdb,excluded_species
3ERY,P01897,pdb,excluded_species
1BII,P01900,pdb,excluded_species
8HSM,G1PNR4,pdb,excluded_species
1G7P,P01901,pdb,excluded_species
5M00,P01899,pdb,excluded_species
3TJH,P01897,pdb,excluded_species
7JWI,P01899,pdb,excluded_species
4L8D,P01899,pdb,excluded_species
8D5E,P01900,pdb,excluded_species
5GSX,P01902,pdb,excluded_species
6LAM,A0A1E1GJG5,pdb,excluded_species
6ILG,A0A125R585,pdb,excluded_species
3PWV,Q95477,pdb,excluded_species
1KJM,P16391,pdb,excluded_species
2CLZ,P01901,pdb,excluded_species
4PGB,P01901,pdb,excluded_species
5JWD,P01899,pdb,excluded_species
5M02,P01899,pdb,excluded_species
5GSR,P01902,pdb,excluded_species
4NHU,P01897,pdb,excluded_species
1T0M,P01901,pdb,excluded_species
1OSZ,P01901,pdb,excluded_species
6JQ3,P01901,pdb,excluded_species
1N59,P01901,pdb,excluded_species
2VAA,P01901,pdb,excluded_species
1S7T,P01901,pdb,excluded_species
6G9Q,P01899,pdb,excluded_species
8D5K,P01902,pdb,excluded_species
1FZM,P01901,pdb,excluded_species
1T0N,P01901,pdb,excluded_species
1RK1,P01901,pdb,excluded_species
5TRZ,P01902,pdb,excluded_species
4PG9,P01901,pdb,excluded_species
3FOM,D2YW38,pdb,excluded_species
4N5E,P01897,pdb,excluded_species
6M2K,P06140,pdb,excluded_species
1LEG,P01901,pdb,excluded_species
5MZM,P01899,pdb,excluded_species
5TIL,P01899,pdb,excluded_species
4HUW,P01899,pdb,excluded_species
5M01,P01899,pdb,excluded_species
3TID,P01901,pdb,excluded_species
8HT9,G1PNR4,pdb,excluded_species
1JUF,P01899,pdb,excluded_species
4Z77,P01902,pdb,excluded_species
7JI2,P01901,pdb,excluded_species
1G6R,P01901,pdb,excluded_species
8D5J,P01902,pdb,excluded_species
1KPU,P01901,pdb,excluded_species
6M2J,P06140,pdb,excluded_species
5GSB,P01902,pdb,excluded_species
4PV8,P01901,pdb,excluded_species
4PGE,P01901,pdb,excluded_species
6NF7,P16391,pdb,excluded_species
7XQT,C6ZK69,pdb,excluded_species
1WBX,P01899,pdb,excluded_species
3TIE,P01901,pdb,excluded_species
1WBZ,P01901,pdb,excluded_species
1LK2,P01901,pdb,excluded_species
4PG2,P01899,pdb,excluded_species
1RJZ,P01901,pdb,excluded_species
1INQ,P01899,pdb,excluded_species
1VAD,P01901,pdb,excluded_species
5VCL,Q31153,pdb,excluded_species
1QO3,P01900,pdb,excluded_species
4NSK,P01899,pdb,excluded_species
4MXQ,P01897,pdb,excluded_species
1G7Q,P01901,pdb,excluded_species
7P0T,P01899,pdb,excluded_species
1FZK,P01901,pdb,excluded_species
8JHW,P01901,pdb,excluded_species
6ILC,A0A125R585,pdb,excluded_species
8HSW,G1PNR4,pdb,excluded_species
3TBT,P01899,pdb,excluded_species
3ECB,P01900,pdb,excluded_species
7EMB,O19075,pdb,excluded_species
1NAN,P01901,pdb,excluded_species
1K8D,P14429,pdb,excluded_species
3TBV,P01899,pdb,excluded_species
3C8K,P01901,pdb,excluded_species
4Z76,P01902,pdb,excluded_species
8TQ9,P01900,pdb,excluded_species
5NPZ,B1PJV3,pdb,excluded_species
3ROO,P01901,pdb,excluded_species
8D5Q,P01897,pdb,excluded_species
6WL2,P01901,pdb,excluded_species
3P9M,P01901,pdb,excluded_species
2OL3,P01901,pdb,excluded_species
1KBG,P01901,pdb,excluded_species
6L9M,P01897,pdb,excluded_species
6J2F,A0A125R585,pdb,excluded_species
2ZOK,P01899,pdb,excluded_species
7P0A,P01899,pdb,excluded_species
2VAB,P01901,pdb,excluded_species
1VAC,P01901,pdb,excluded_species
3CPL,P01899,pdb,excluded_species
3TFK,P01897,pdb,excluded_species
3TBY,P01899,pdb,excluded_species
6LF9,B1PJU7,pdb,excluded_species
1LEK,P01901,pdb,excluded_species
6A6H,Q8MHU4,pdb,excluded_species
8D5N,P01897,pdb,excluded_species
5WEU,P01900,pdb,excluded_species
6X00,P01899,pdb,excluded_species
2FO4,P01901,pdb,excluded_species
5E8N,P01899,pdb,excluded_species
4WDI,P01902,pdb,excluded_species
1N5A,P01899,pdb,excluded_species
1ZT7,P04223,pdb,excluded_species
5TS1,P01902,pdb,excluded_species
6G9R,P01899,pdb,excluded_species
2CKB,P01901,pdb,excluded_species
3E6F,P01900,pdb,excluded_species
8TQ8,P01900,pdb,excluded_species
5JWE,P01899,pdb,excluded_species
4HUX,P01899,pdb,excluded_species
3CVH,P01901,pdb,excluded_species
3TBW,P01899,pdb,excluded_species
1QLF,P01899,pdb,excluded_species
3TBS,P01899,pdb,excluded_species
6NPR,P01900,pdb,excluded_species
3QUK,P01899,pdb,excluded_species
3ROL,P01901,pdb,excluded_species
3QQ3,O19244,pdb,excluded_species
5NQ2,B1A9P6,pdb,excluded_species
8UMO,P06339,pdb,excluded_species
5SWZ,P01899,pdb,excluded_species
5GSV,P01902,pdb,excluded_species
3BUY,P01899,pdb,excluded_species
3DMM,P01900,pdb,excluded_species
1S7X,P01899,pdb,excluded_species
5NQ3,B1PJV3,pdb,excluded_species
1NAM,P01901,pdb,excluded_species
5KD7,P01900,pdb,excluded_species
5YLX,H6TIB1,pdb,excluded_species
3TF7,P01897,pdb,excluded_species
6ILE,A0A125R585,pdb,excluded_species
1MWA,P01901,pdb,excluded_species
5SWS,P01899,pdb,excluded_species
3FON,D2YW38,pdb,excluded_species
1S7W,P01899,pdb,excluded_species
2CII,P01899,pdb,excluded_species
5T7G,P01900,pdb,excluded_species
3CC5,P01899,pdb,excluded_species
3CH1,P01899,pdb,excluded_species
6J2D,A0A125R585,pdb,excluded_species
6H6D,P01899,pdb,excluded_species
8D5F,P01900,pdb,excluded_species
2ZSW,P01901,pdb,excluded_species
6J2E,A0A125R585,pdb,excluded_species
4HUU,P01899,pdb,excluded_species
1FFO,P01899,pdb,excluded_species
4L8B,P01899,pdb,excluded_species
4PV9,P01901,pdb,excluded_species
1ZT1,P04223,pdb,excluded_species
4PGC,P01901,pdb,excluded_species
7N9J,P01899,pdb,excluded_species
4HS3,P01901,pdb,excluded_species
1BZ9,P01899,pdb,excluded_species
4L8C,P01899,pdb,excluded_species
3CCH,P01899,pdb,excluded_species
1JPF,P01899,pdb,excluded_species
6WZY,P01899,pdb,excluded_species
7N5C,P01899,pdb,excluded_species
5WLI,P01899,pdb,excluded_species
1S7V,P01899,pdb,excluded_species
3WS6,P01899,pdb,excluded_species
3P4O,P01901,pdb,excluded_species
6H6H,Q31167,pdb,excluded_species
1YN7,P01899,pdb,excluded_species
6K7T,A0A125R585,pdb,excluded_species
7EMC,O19075,pdb,excluded_species
6GB5,P01899,pdb,excluded_species
7EM9,O19075,pdb,excluded_species
3QQ4,O19244,pdb,excluded_species
3QUL,P01899,pdb,excluded_species
1FG2,P01899,pdb,excluded_species
5NQ0,B1PJV3,pdb,excluded_species
5WET,P01900,pdb,excluded_species
5WES,P01900,pdb,excluded_species
4IHO,P01899,pdb,excluded_species
5WLG,P01899,pdb,excluded_species
3E6H,P01900,pdb,excluded_species
5H94,A0A0N9JT91,pdb,excluded_species
7N5P,P01899,pdb,excluded_species
6GB7,P01899,pdb,excluded_species
6ILF,A0A125R585,pdb,excluded_species
6WL4,P01901,pdb,excluded_species
1KJ3,P01901,pdb,excluded_species
4HV8,P01899,pdb,excluded_species
1BQH,P01901,pdb,excluded_species
5OQI,P01901,pdb,excluded_species
1S7U,P01899,pdb,excluded_species
6J2I,A0A125R585,pdb,excluded_species
6GB6,P01901,pdb,excluded_species
3L3H,P01899,pdb,excluded_species
7EMD,O19075,pdb,excluded_species
3FTG,P01899,pdb,excluded_species
7EMA,O19075,pdb,excluded_species
3VJ6,P06339,pdb,excluded_species
1P4L,P01901,pdb,excluded_species
2VE6,P01899,pdb,excluded_species
1FFN,P01899,pdb,excluded_species
1N3N,P01899,pdb,excluded_species
7QNG,P01899,pdb,excluded_species
1KJ2,P01901,pdb,excluded_species
6WL3,P01901,pdb,excluded_species
7JWJ,P01899,pdb,excluded_species
5TJE,P01899,pdb,excluded_species
8W6L,B1A9P1,pdb,excluded_species
8TQ7,P01900,pdb,excluded_species
3TPU,P01897,pdb,excluded_species
7NA5,P01899,pdb,excluded_species
6KWL,A0A0F6N4U7,pdb,excluded_species
3P4N,P01901,pdb,excluded_species
2ZOL,P01899,pdb,excluded_species
5OPI,P01899,pdb,excluded_species
1LDP,P01897,pdb,excluded_species
1JPG,P01899,pdb,excluded_species
6KWK,A0A0F6N4U7,pdb,excluded_species
5E8O,P01899,pdb,excluded_species
3P9L,P01901,pdb,excluded_species
1WBY,P01899,pdb,excluded_species
5E8P,P01899,pdb,excluded_species
6MP0,P01899,pdb,excluded_species
8FHU,P01900,pdb,excluded_species
3P4M,P01901,pdb,excluded_species
1YN6,P01899,pdb,excluded_species
2QRI,P01901,pdb,excluded_species
4Z78,P01902,pdb,excluded_species
2ZSV,P01901,pdb,excluded_species
8FHL,P01900,pdb,excluded_species
2F74,P01899,pdb,excluded_species
3FOL,D2YW38,pdb,excluded_species
1ZHB,P01899,pdb,excluded_species
6LF8,O19244,pdb,excluded_species
1CE6,P01899,pdb,excluded_species
8JV0,B1A9P1,pdb,excluded_species
1FO0,P01901,pdb,excluded_species
4MVB,P01897,pdb,excluded_species
3RGV,P01901,pdb,excluded_species
6KWO,B1PJU7,pdb,excluded_species
7N4K,P01899,pdb,excluded_species
8GQV,E3WHS2,pdb,excluded_species
1FFP,P01899,pdb,excluded_species
5NQ1,B1PJV3,pdb,excluded_species
3PQY,P01899,pdb,excluded_species
3E2H,P01897,pdb,excluded_species
5OQH,P01901,pdb,excluded_species
1DDH,P01900,pdb,excluded_species
6KWN,B1PJU7,pdb,excluded_species
5KD4,P01900,pdb,excluded_species
4N0C,P01897,pdb,excluded_species
5OQF,P01901,pdb,excluded_species
8GQW,E3WHS2,pdb,excluded_species
5OQG,P01901,pdb,excluded_species
3PAB,P01901,pdb,excluded_species
7N5Q,P01899,pdb,excluded_species
8TQA,P01899,pdb,excluded_species
2QRT,P01901,pdb,excluded_species
1HOC,P01899,pdb,excluded_species
3WS3,P01899,pdb,excluded_species
5WER,P01900,pdb,excluded_species
2MHA,P01901,pdb,excluded_species
2QRS,P01901,pdb,excluded_species
1KJV,Q95565,pdb,excluded_species
1LD9,P01897,pdb,excluded_species
7LFM,Q31093,pdb,excluded_species
7LFI,Q31093,pdb,excluded_species
7LFL,Q31093,pdb,excluded_species
7EDO,Q95IT0,pdb,excluded_species
7LFK,Q31093,pdb,excluded_species
4MS8,P01897,pdb,excluded_species
3NWM,P01902,pdb,excluded_species
7LFJ,Q31093,pdb,excluded_species
1MHC,Q31093,pdb,excluded_species
1NEZ,P14432,pdb,excluded_species
4G43,O46790,pdb,excluded_species
6MP1,P01899,pdb,excluded_species
5YMW,P15979,pdb,excluded_species
5GJY,Q6I7L2,pdb,excluded_species
8Y74,O46789,pdb,excluded_species
5YMV,P15979,pdb,excluded_species
8J4G,A0A1L5SLS9,pdb,excluded_species
8KB0,A0A2Z4U0A8,pdb,excluded_species
4CVX,O46789,pdb,excluded_species
6LHG,O46790,pdb,excluded_species
1P1Z,P01901,pdb,excluded_species
5GJX,Q6I7L2,pdb,excluded_species
4E0R,O46790,pdb,excluded_species
7WBG,A0ZXM5,pdb,excluded_species
3BEW,Q95601,pdb,excluded_species
8KCV,Q6I7L1,pdb,excluded_species
3BEV,Q95601,pdb,excluded_species
5H5Z,Q65XY8,pdb,excluded_species
8KB1,A0A2Z4U0D0,pdb,excluded_species
6KYU,A0A2Z4U0R6,pdb,excluded_species
4G42,O46790,pdb,excluded_species
5Y91,Q65XY8,pdb,excluded_species
6IRL,Q9GIP6,pdb,excluded_species
6KX9,Q9GIP6,pdb,excluded_species
8JQT,Q6JWQ7,pdb,excluded_species
7WBI,A0ZXM5,pdb,excluded_species
4CW1,A0ZXM3,pdb,excluded_species
8VZ8,Q8HWB0,pdb,excluded_species
6LBE,Q65XY8,pdb,excluded_species
6LUP,Q9MX69,pdb,excluded_species
6LHF,Q9GIP6,pdb,excluded_species
4D0B,Q95601,pdb,excluded_species
4D0D,O46789,pdb,excluded_species
8VZ9,Q8HWB0,pdb,excluded_species
6LHH,Q9GIP6,pdb,excluded_species
5ACZ,Q95601,pdb,excluded_species
4D0C,Q95601,pdb,excluded_species
4L8S,C1ITJ8,pdb,excluded_species
5AD0,Q95601,pdb,excluded_species
7CPO,G1KTN1,pdb,excluded_species
2YEZ,Q95601,pdb,excluded_species
3P73,Q9BCW3,pdb,excluded_species
4CVZ,Q95601,pdb,excluded_species
3P77,Q9BCW3,pdb,excluded_species
4IIQ,C1ITJ8,pdb,excluded_species
6A2B,Q9TPA7,pdb,excluded_species
4L9L,C1ITJ8,pdb,excluded_species
7ZQI,O98187,pdb,excluded_species
7ZQJ,O98187,pdb,excluded_species
1ZS8,Q860W6,pdb,excluded_species
1C16,Q31615,pdb,excluded_species
1R3H,Q31206,pdb,excluded_species
1YPZ,Q9BCZ1,pdb,excluded_species
1FRT,P13599,pdb,excluded_species
4LCC,C1ITJ8,pdb,excluded_species
3FRU,P13599,pdb,excluded_species
1I1A,P13599,pdb,excluded_species
3QUY,P11609,pdb,excluded_species
6XNG,P11609,pdb,excluded_species
7M72,P11609,pdb,excluded_species
6BNL,P11609,pdb,excluded_species
6C6A,P11609,pdb,excluded_species
6MIY,P11609,pdb,excluded_species
3JVG,A5HUM9,pdb,excluded_species
6A97,Q8HWE5,pdb,excluded_species
6MJI,P11609,pdb,excluded_species
6CYW,P11609,pdb,excluded_species
6CW9,P11609,pdb,excluded_species
4Y16,P11609,pdb,excluded_species
6MJA,P11609,pdb,excluded_species
3ARB,P11609,pdb,excluded_species
4Y2D,P11609,pdb,excluded_species
3ARD,P11609,pdb,excluded_species
4IRS,P11609,pdb,excluded_species
3GMO,P11609,pdb,excluded_species
3GMN,P11609,pdb,excluded_species
4MX7,P11609,pdb,excluded_species
6OJP,P11609,pdb,excluded_species
6OMG,P11609,pdb,excluded_species
5VCJ,P11609,pdb,excluded_species
6CXA,P11609,pdb,excluded_species
3GMQ,P11609,pdb,excluded_species
3SDA,P11609,pdb,excluded_species
3RUG,P11609,pdb,excluded_species
2Q7Y,P11609,pdb,excluded_species
5FKP,P11609,pdb,excluded_species
3AU1,P11609,pdb,excluded_species
3TVM,P11609,pdb,excluded_species
4Y4K,P11609,pdb,excluded_species
3QI9,P11609,pdb,excluded_species
6C69,P11609,pdb,excluded_species
3GML,P11609,pdb,excluded_species
6CWB,P11609,pdb,excluded_species
6CXE,P11609,pdb,excluded_species
6BMH,P11610,pdb,excluded_species
3RZC,P11609,pdb,excluded_species
3UBX,P11609,pdb,excluded_species
6CWE,P11609,pdb,excluded_species
4EI5,P11609,pdb,excluded_species
3SDD,P11609,pdb,excluded_species
6MSS,P11609,pdb,excluded_species
6CX9,P11609,pdb,excluded_species
2GAZ,P11609,pdb,excluded_species
3GMP,P11609,pdb,excluded_species
4Y4H,P11609,pdb,excluded_species
3O8X,P11609,pdb,excluded_species
5EFI,P11609,pdb,excluded_species
6MJ6,P11609,pdb,excluded_species
6MJQ,P11609,pdb,excluded_species
4IRJ,P11609,pdb,excluded_species
3GMR,P11609,pdb,excluded_species
6MJJ,P11609,pdb,excluded_species
6CX7,P11609,pdb,excluded_species
6CXF,P11609,pdb,excluded_species
3MA7,P11609,pdb,excluded_species
3SCM,P11609,pdb,excluded_species
4F7C,A1L565,pdb,excluded_species
3GMM,P11609,pdb,excluded_species
6C6C,P11609,pdb,excluded_species
5TW5,P11609,pdb,excluded_species
6OOR,P11609,pdb,excluded_species
6MIV,P11609,pdb,excluded_species
4Y4F,P11609,pdb,excluded_species
3ILQ,P11609,pdb,excluded_species
3TN0,P11609,pdb,excluded_species
2AKR,P11609,pdb,excluded_species
3O9W,P11609,pdb,excluded_species
3G08,P11609,pdb,excluded_species
6C6H,P11609,pdb,excluded_species
3ARE,P11609,pdb,excluded_species
6MJ4,P11609,pdb,excluded_species
1Z5L,P11609,pdb,excluded_species
3QUZ,P11609,pdb,excluded_species
4ZAK,P11609,pdb,excluded_species
3ARF,P11609,pdb,excluded_species
1CD1,P11609,pdb,excluded_species
2FIK,P11609,pdb,excluded_species
3QUX,P11609,pdb,excluded_species
6C6F,P11609,pdb,excluded_species
6C6J,P11609,pdb,excluded_species
3RTQ,P11609,pdb,excluded_species
3T1F,P11609,pdb,excluded_species
3TA3,P11609,pdb,excluded_species
5TW2,P11609,pdb,excluded_species
6CW6,P11609,pdb,excluded_species
4ELM,P11609,pdb,excluded_species
6CX5,P11609,pdb,excluded_species
6C6E,P11609,pdb,excluded_species
4APQ,P11609,pdb,excluded_species
6BMK,P11610,pdb,excluded_species
6C5M,P11609,pdb,excluded_species
1ZHN,P11609,pdb,excluded_species
3TO4,P11609,pdb,excluded_species
3SDC,P11609,pdb,excluded_species
6BNK,P11609,pdb,excluded_species
3ARG,P11609,pdb,excluded_species
8T4Z,P11609,pdb,excluded_species
3ILP,P11609,pdb,excluded_species
3HE6,P11609,pdb,excluded_species
3HE7,P11609,pdb,excluded_species
4F7E,A1L565,pdb,excluded_species
3L9R,Q1L1H6,pdb,excluded_species
3DBX,Q5GL29,pdb,excluded_species
1JFM,O08603,pdb,excluded_species
4G59,O08604,pdb,excluded_species
1U58,A2Q6L5,pdb,excluded_species
4PP8,O08603,pdb,excluded_species
2NYK,Q6XK79,pdb,excluded_species
4JO8,Q6XK91,pdb,excluded_species
1ZVS,-,pdb,excluded_species
8P43,-,pdb,excluded_species
8WO9,-,pdb,excluded_species
8GM8,-,pdb,excluded_species
1PQZ,-,pdb,excluded_species
2O5N,-,pdb,excluded_species
AF-A0A223GC85-F1-model_v6,A0A223GC85,afdb,excluded_species
AF-Q0PXR5-F1-model_v6,Q0PXR5,afdb,excluded_species
AF-P30377-F1-model_v6,P30377,afdb,excluded_species
AF-A0A223GC59-F1-model_v6,A0A223GC59,afdb,excluded_species
AF-A0A1V0JB02-F1-model_v6,A0A1V0JB02,afdb,excluded_species
AF-Q9TPL7-F1-model_v6,Q9TPL7,afdb,excluded_species
AF-A0A220QJW2-F1-model_v6,A0A220QJW2,afdb,excluded_species
AF-A0A223GC60-F1-model_v6,A0A223GC60,afdb,excluded_species
AF-A0A223GC86-F1-model_v6,A0A223GC86,afdb,excluded_species
AF-O78205-F1-model_v6,O78205,afdb,excluded_species
AF-A0A220QJU9-F1-model_v6,A0A220QJU9,afdb,excluded_species
AF-A0A223GC87-F1-model_v6,A0A223GC87,afdb,excluded_species
AF-Q30990-F1-model_v6,Q30990,afdb,excluded_species
AF-P30375-F1-model_v6,P30375,afdb,excluded_species
AF-Q30914-F1-model_v6,Q30914,afdb,excluded_species
AF-Q0PXR4-F1-model_v6,Q0PXR4,afdb,excluded_species
AF-P30376-F1-model_v6,P30376,afdb,excluded_species
AF-A0A223GC66-F1-model_v6,A0A223GC66,afdb,excluded_species
AF-A0A223GC88-F1-model_v6,A0A223GC88,afdb,excluded_species
AF-Q30886-F1-model_v6,Q30886,afdb,excluded_species
AF-P16209-F1-model_v6,P16209,afdb,excluded_species
AF-Q95409-F1-model_v6,Q95409,afdb,excluded_species
AF-A0A023T7D1-F1-model_v6,A0A023T7D1,afdb,excluded_species
AF-Q9MXK8-F1-model_v6,Q9MXK8,afdb,excluded_species
AF-A0A220QJY9-F1-model_v6,A0A220QJY9,afdb,excluded_species
AF-A0A220QJW0-F1-model_v6,A0A220QJW0,afdb,excluded_species
AF-A0A060UJ35-F1-model_v6,A0A060UJ35,afdb,excluded_species
AF-Q9MXK9-F1-model_v6,Q9MXK9,afdb,excluded_species
AF-A0A1V0JB11-F1-model_v6,A0A1V0JB11,afdb,excluded_species
AF-P13748-F1-model_v6,P13748,afdb,excluded_species
AF-Q198H9-F1-model_v6,Q198H9,afdb,excluded_species
AF-A0A1V0JB07-F1-model_v6,A0A1V0JB07,afdb,excluded_species
AF-D7USZ8-F1-model_v6,D7USZ8,afdb,excluded_species
AF-Q198I0-F1-model_v6,Q198I0,afdb,excluded_species
AF-Q9MXI4-F1-model_v6,Q9MXI4,afdb,excluded_species
AF-A0A223DPH7-F1-model_v6,A0A223DPH7,afdb,excluded_species
AF-Q9TNR2-F1-model_v6,Q9TNR2,afdb,excluded_species
AF-A0A223DPI3-F1-model_v6,A0A223DPI3,afdb,excluded_species
AF-A0A023T5L3-F1-model_v6,A0A023T5L3,afdb,excluded_species
AF-A0A223GC91-F1-model_v6,A0A223GC91,afdb,excluded_species
AF-Q9MXL0-F1-model_v6,Q9MXL0,afdb,excluded_species
AF-Q9MXI5-F1-model_v6,Q9MXI5,afdb,excluded_species
AF-A0A220QJQ4-F1-model_v6,A0A220QJQ4,afdb,excluded_species
AF-A0A2R9ATG8-F1-model_v6,A0A2R9ATG8,afdb,excluded_species
AF-A0A223DPI0-F1-model_v6,A0A223DPI0,afdb,excluded_species
AF-Q9MXJ1-F1-model_v6,Q9MXJ1,afdb,excluded_species
AF-P13749-F1-model_v6,P13749,afdb,excluded_species
AF-Q9MXM7-F1-model_v6,Q9MXM7,afdb,excluded_species
AF-A0A2R9ATH6-F1-model_v6,A0A2R9ATH6,afdb,excluded_species
AF-A0A143TC74-F1-model_v6,A0A143TC74,afdb,excluded_species
AF-Q30918-F1-model_v6,Q30918,afdb,excluded_species
AF-Q1ANZ0-F1-model_v6,Q1ANZ0,afdb,excluded_species
AF-Q9MXI7-F1-model_v6,Q9MXI7,afdb,excluded_species
AF-A0A023T6X6-F1-model_v6,A0A023T6X6,afdb,excluded_species
AF-A0A220QJV7-F1-model_v6,A0A220QJV7,afdb,excluded_species
