UniProt_ID,PC1,PC2
A0A2Z4LG78,-0.10761927,0.046733037
A0A2Z4LI59,-0.18658093,0.0019792574
A0A346XQV8,-0.19693278,0.015917396
A0A346XQW7,-0.20870616,-0.013201534
A0A387LBR7,-0.15423246,-0.0005790486
A0A3G1VFM0,-0.13360336,0.022667296
A0A3S6RFN3,-0.14522274,-0.00042234376
A0A411J078,-0.18783969,-0.017654538
A0A499S0B6,-0.15535872,0.010185548
A0A4D6NYZ2,-0.18046723,-0.022990534
A0A4D6P130,-0.19079685,0.016612662
A0A4Y5ULJ4,-0.18956885,0.024407076
A0A583ZAV6,-0.19869527,-0.0008740117
A0A583ZAW0,-0.18166171,-0.018327827
A0A583ZAW4,-0.04123078,0.023339018
A0A583ZAY5,0.120548755,-0.037332226
A0A583ZB21,-0.19103868,-0.014206499
A0A583ZB23,-0.19783309,-0.007440026
A0A583ZB34,-0.19470866,-0.011493
A0A583ZB50,-0.118651785,0.0052776486
A0A583ZB51,-0.16916169,-0.02584682
A0A583ZB52,-0.17253417,-0.026902141
A0A583ZB67,-0.0742232,-0.016184269
A0A583ZB79,-0.18436986,-0.0073538055
A0A583ZB91,-0.13173123,0.028718863
A0A583ZBA0,-0.1984047,0.012118993
A0A583ZBA7,-0.20536329,0.015305642
A0A583ZBB1,-0.19212772,0.018408742
A0A583ZBC2,-0.21157202,-0.0014130316
A0A583ZBC7,-0.16743612,0.021344747
A0A583ZBD5,-0.109444074,0.008231094
A0A583ZBD8,-0.11819729,0.0034661207
A0A583ZBE1,-0.19102682,0.014773179
A0A583ZBE5,-0.2039957,0.00062970957
A0A583ZBE6,-0.18927267,0.02050326
A0A583ZBF4,-0.1291319,0.014967979
A0A583ZBJ9,-0.15611555,-0.002465802
A0A583ZBM5,-0.21226232,0.0001654472
A0A583ZBM7,-0.20634009,0.00341975
A0A583ZBR5,-0.19589074,0.021154989
A0A583ZBS2,-0.18581678,0.023972418
A0A583ZBV1,-0.20160982,-0.004776492
A0A583ZBV7,-0.12448772,0.026713056
A0A583ZBW0,-0.1834835,-0.022357825
A0A583ZBW2,-0.20487295,-0.005989811
A0A583ZBW3,-0.19324441,0.005369657
A0A583ZBW7,-0.15727909,-0.017174615
A0A583ZBW8,-0.17960171,-0.0017298684
A0A583ZBX0,-0.2045337,-0.0068398328
A0A583ZBX2,-0.20184901,-0.013093567
A0A583ZC08,-0.20464543,-0.0056759934
A0A583ZC09,-0.12573873,-0.0033058547
A0A583ZC10,-0.13437024,0.018911425
A0A583ZC12,-0.18672715,-0.016618399
A0A583ZC21,-0.18576919,-0.012697035
A0A583ZC24,-0.20572019,-0.0018618436
A0A583ZC31,-0.20086184,-0.0017477827
A0A5B8RNS7,-0.19538128,-0.015876394
A0A5C1JQH2,-0.15302233,-0.007338295
A0A5H2UEQ8,-0.17843272,-0.020268783
A0A5H2UI55,-0.15392885,0.0063731833
A0A5H2UTD7,-0.18243064,-0.01459059
A0A5H2UU57,-0.1952276,-0.01679793
A0A5H2UYS3,-0.17497528,-0.022545746
A0A5J6BVL6,-0.20652781,-0.0132593205
A0A650CD04,-0.11400328,0.021611925
A0A669KB34,4.219112,0.37680256
A0A678ZGP6,-0.17629145,-0.02057076
A0A678ZMW1,-0.1593802,0.005102225
A0A6B7FTL9,-0.19729748,0.014591498
A0A6B7HFJ9,-0.20629776,0.0055859135
A0A6M6AMD7,-0.12226211,0.004787651
A0A6M6CBR2,-0.12038456,-0.01640779
A0A6M6CC39,-0.19366397,-0.011099878
A0A6S7XV52,-0.17579152,-0.020572927
A0A7T3P0R0,-0.19609861,-0.010026221
A0A7T3RIT5,-0.18661778,-0.016415758
A0A858LG55,-0.20185423,-0.0144028915
A0A858LJX3,-0.2015224,-0.0038465338
A0A866VWG0,-0.13457297,-0.016858557
A0A866W1K1,-0.19060476,-0.0049623535
A0A866W2K2,-0.13846497,-0.0007143723
A0A866W2Z2,-0.20757192,0.0025889934
A0A866W398,-0.12463639,0.015589902
A0A866W3D0,-0.1580253,0.011379167
A0A866W3F9,-0.13222526,0.018786998
A0A866W3Y5,-0.19239067,-0.016100265
A0A8C8PVM5,1.8623226,0.1617013
A0A8F4G6N8,-0.13438098,0.02277693
A0A8F4G6Q4,-0.1805243,-0.018760914
A0A8F4G6R9,-0.16655676,0.0042513157
A0A8F4G6S3,-0.1043921,-0.0061584823
A0A8F4G6S8,-0.17499664,-0.021197231
A0A8F4G8C0,-0.08550835,-0.009564484
A0A8F4G8D0,-0.11346043,0.021459656
A0A8F4G8X1,-0.17553343,-0.021869231
A0A8F4G8Y5,-0.16518322,-0.016324386
A0A8F4G964,-0.18247081,0.028383043
A0A8F4GAB3,-0.1981451,-0.014833881
A0A8F4GAB4,-0.1730737,-0.022030516
A0A8F4GAC3,-0.1998006,-0.0110174315
A0A8F4GAC4,-0.11016692,0.0061054104
A0A8F4GAG1,-0.11074299,0.043576468
A0A8F4GAH9,-0.11135229,0.0071776807
A0A8F4GDV6,-0.12739603,0.037683014
A0A8F4GDW7,-0.17906223,-0.01099283
A0A8F4JD05,-0.09841074,0.0036327958
A0A8F4JDK3,-0.023048658,-0.025164645
A0A8F4JDT8,-0.12357659,0.012497
A0A8F4JDU3,-0.1781214,-0.019361686
A0A8F4JG78,-0.18495001,-0.013381987
A0A8F4JGX4,-0.14411421,0.019066911
A0A8F4JGX9,-0.09653978,-0.015813319
A0A8Q3SIV3,-0.0039117956,-0.041568693
A0A9L9PXF6,-0.20631708,0.0003195496
A0A9L9PY26,-0.17740834,-0.014160641
A0A9L9PYF9,-0.1726824,-0.011129444
A0AAQ5BHM4,2.8062832,-0.06879087
A0AAQ5BHP7,2.9058313,-0.050901026
A0AAT9FSN1,-0.20260794,0.0006226978
A0AAT9PAB7,-0.20386747,-0.009707545
A0AB38YL62,-0.19958353,0.019138923
A2AEA2,-0.19171935,-0.019719267
A2BF26,-0.17926419,-0.0069904164
A3F718,-0.19963898,0.013389879
A5CLI0,-0.20376794,0.01645828
B0UXQ0,-0.1926113,-0.0064651542
B5MAH4,-0.17443556,0.014548628
B6ETN7,-0.18817654,-0.016714733
B8YBG3,-0.2032936,-0.008628775
C1K0Y0,-0.1742597,-0.01322154
C1K0Y1,-0.20194279,-0.016415948
C5IWX6,-0.18022127,-0.020151466
C5IWX9,-0.17585601,-0.02103361
C5IWY0,-0.18390173,-0.014402356
C5IWY6,-0.19292206,-0.0061905854
C5IYE6,-0.19333142,-0.0062664263
C5IYE7,-0.20966694,-0.006334897
C5IYE8,-0.18987122,0.016810862
C5J3Z8,-0.1963955,0.019300055
C5J3Z9,-0.20487104,0.013730968
C5J403,-0.19858195,0.018534511
C5MK49,-0.20308577,0.008247344
C5MK52,-0.21188605,9.921985e-05
C5MK53,-0.1982453,0.013828484
C5MK54,-0.20067656,0.010750342
C5MK56,-0.19302835,0.016614951
C6K6H4,-0.20654501,0.014484439
C6K6H6,-0.15734695,0.007185432
C6K6H9,-0.15339266,-0.0004292429
C6K6I7,-0.21126413,0.0024678293
C6K6J0,-0.15684909,0.0003292614
C6K6J1,-0.20254447,0.010979271
C6K6J4,-0.15257093,0.0020520026
C9E8V1,-0.1983045,-0.017602332
C9E8V9,-0.20996039,-0.0038544661
C9E8W1,-0.20577534,-0.0016584791
C9JAK3,5.266683,-0.22868681
C9JEV0,2.6858993,0.14439341
D0EV57,-0.10435063,-0.011240326
D0V0C4,-0.18211748,-0.017218662
D2KZ37,-0.13796483,0.017268531
D2U832,-0.10497055,-0.014775611
D5H3J5,-0.14292142,0.019143758
D5L9K0,-0.1959994,0.021397412
D9J307,-0.15933453,0.011689584
D9UAY1,-0.1897634,-0.015475856
E3UN97,-0.1933187,-0.007784873
E5FQ47,-0.1630236,-0.02219682
E7CRN8,-0.19612712,0.019448534
E7CRP1,-0.1608586,0.006259236
E7CZN2,0.04004409,-0.021053543
E7CZN3,-0.12103029,0.008543956
F4NBP7,-0.19342734,0.018678935
F4NBQ1,-0.20402546,0.01666498
F4NBQ8,-0.19538634,0.020743733
F4NBT2,-0.19430678,0.016159452
F4NC28,-0.20950788,0.005096974
F6IQA6,-0.19499351,-0.020094968
F6IQM2,-0.21040757,-0.008537548
F6IQR9,-0.19921231,-0.0014099107
F6IQS1,-0.19316426,-0.015408447
F6IQY1,-0.19202924,-0.010597392
F6IQZ4,-0.18631917,-0.017922768
F6IR24,-0.1901121,-0.01292245
F8W7W8,2.8149312,-0.06629118
G0M6G4,-0.1740866,-0.002714224
H6SI89,-0.14842586,0.014027446
H6VGI9,-0.1579481,-0.002478261
H7C4K4,3.1969016,-0.028793221
H9BNV4,-0.12688215,0.0068241763
I2G9F9,-0.20197397,-0.0019472502
I3QHR3,-0.084628515,-0.005334346
I3ZN80,-0.19187836,-0.0009196652
I3ZN83,-0.2063052,0.004458127
I3ZN84,-0.20824282,0.0029715064
I3ZN85,-0.15428314,-0.00044038304
I4EPX9,-0.19114815,-0.004346885
K7DVA1,-0.17994426,-0.004263631
M1RL68,-0.186698,-0.008670892
O02874,-0.12855075,-0.00942994
O02923,-0.10399747,0.012519738
O02924,-0.11086226,0.015891075
O02925,-0.111068934,0.0135206655
O02926,-0.10705195,0.012470184
O02927,-0.10182878,0.012981682
O02928,-0.105905354,0.014156012
O02929,-0.110743485,0.01410749
O02968,-0.06712388,-0.01823233
O19520,-0.01571495,-0.025572363
O19521,-0.11635466,0.0019935258
O19554,-0.20054902,0.016745871
O19589,-0.21057299,0.00024073616
O19617,-0.17453687,-0.013201032
O19626,-0.18363142,0.024485055
O19642,-0.1771989,-0.019932447
O19644,-0.06102244,-0.0036620137
O19645,-0.123122275,0.017276749
O19646,-0.0805054,-0.0044045704
O19648,-0.043169733,-0.004500213
O19650,-0.118190676,0.013777282
O19671,-0.035052177,-0.020769207
O19672,-0.019177344,-0.025197942
O19677,-0.19360904,-0.0016005342
O19691,-0.15687826,-0.0049588513
O19755,-0.20028535,0.011994586
O19781,-0.19483788,0.0198141
O19782,-0.16259572,-0.0031638236
O19790,-0.20050295,0.016647901
O78043,-0.053976633,-0.014348298
O78126,-0.17965814,-0.019958183
O78164,-0.20315483,-0.0033422362
O78179,-0.20852786,-0.007788356
O78182,-0.08126825,0.0039658016
O78183,-0.13255176,0.014457855
O78189,-0.20658846,0.0060503674
O98221,-0.15773414,-0.008674076
P01889,-0.16813299,0.0005142524
P01893,-0.16249815,0.0076798494
P04439,-0.17644274,-0.010864309
P06126,4.3467126,0.44820586
P10321,-0.14885068,-0.0057785404
P13747,-0.07046531,-0.012182228
P17693,-0.18666717,-0.009652706
P29016,4.4030147,0.45675322
P30511,-0.10235578,-0.009584872
P79549,-0.2061815,0.0142670665
P79603,-0.1809041,-0.015351829
P79612,-0.16704275,-0.0029684152
Q08173,-0.20354591,0.0152387405
Q1XDY2,-0.19126144,-0.012698861
Q29637,-0.1626556,-0.0021769712
Q29642,-0.12566815,0.036643192
Q29644,-0.19631918,0.017236277
Q29653,-0.15707983,0.014292015
Q29654,-0.1596062,0.012314297
Q29666,-0.13709487,0.006302515
Q29667,-0.045979507,0.010433144
Q29669,-0.19912383,0.0137957
Q29674,-0.16150044,0.0042383596
Q29676,-0.09410833,0.0032014747
Q29689,-0.17987543,-0.018505398
Q29699,-0.12948194,0.0090843765
Q29700,-0.19357666,0.017304992
Q29701,-0.06242303,-0.0036189733
Q29705,-0.20405497,0.010136924
Q29710,-0.10069268,0.0067549017
Q29716,-0.03885445,0.0037053595
Q29724,-0.10033908,-0.0106760515
Q29733,-0.13161959,0.015580633
Q29739,-0.07768959,-0.011137001
Q29740,-0.12215789,0.005660849
Q29741,-0.117096975,0.0061225495
Q29748,-0.20145765,0.015844386
Q29756,-0.09184578,-0.013336446
Q29757,-0.16100155,-0.012515767
Q29760,-0.108310804,0.009564788
Q29761,-0.11543139,0.019370412
Q29763,-0.109614916,0.030371679
Q29844,-0.19272216,0.020325135
Q29849,-0.19336209,0.017109046
Q29907,-0.16973971,-0.015323267
Q29911,-0.18974271,0.022945419
Q29932,-0.19620526,0.019872133
Q29934,-0.20950189,0.0058051194
Q29938,-0.20113486,0.011931526
Q29939,-0.0051242355,-0.015115077
Q29941,-0.16076078,0.008659034
Q29943,-0.19883074,0.020670392
Q29981,-0.20239215,0.016968131
Q29985,-0.19757481,0.018697033
Q29988,-0.07411996,-0.030421667
Q2L6G2,-0.19042136,0.021861238
Q2L6G3,-0.1989506,-0.011705868
Q2LC90,-0.1555824,0.01582451
Q2LC91,-0.15059507,0.013713783
Q2LC92,-0.14611739,0.015812788
Q2LC93,-0.17834045,-0.013524756
Q2LC95,-0.1646608,-0.017224792
Q2MJJ5,-0.18792145,-0.004325667
Q2MJJ6,-0.19154923,-0.011592217
Q2UV93,-0.13218503,0.02499555
Q30172,-0.199504,0.019533565
Q30182,-0.1732204,-0.01968205
Q30191,-0.2104647,0.008521235
Q30201,3.3892267,0.006604284
Q30206,-0.20454517,0.014857738
Q30207,-0.20169257,0.015580036
Q31602,-0.20311283,0.015020356
Q4V753,5.0179696,-0.24842301
Q4V9S8,5.291537,-0.22741789
Q52YL7,-0.17422347,-0.0166857
Q53X46,0.111302584,-0.02981801
Q53YP1,-0.20344245,-0.009423587
Q53Z42,-0.17562714,-0.021469172
Q546I7,-0.20456406,-0.013225344
Q546I9,-0.1873896,0.017176645
Q546J0,-0.21117216,0.003371211
Q56H30,-0.2090309,0.0042418684
Q5D1W8,-0.20679298,-0.004396558
Q5MAG5,-0.18655959,-0.015649054
Q5QT33,-0.19673295,-0.0073371828
Q5RIP0,-0.20947273,-0.012931223
Q5RJ27,-0.19441324,-0.012881968
Q5RJ85,-0.17884523,-0.016292542
Q5S3G3,-0.18079425,-0.016183818
Q5SPM2,-0.19846018,0.0013396156
Q5SRN5,-0.18603668,-0.011331869
Q5SRN7,-0.1601072,0.0010583082
Q5SS57,-0.15673824,-0.00491217
Q5SUL5,-0.18611467,-0.0029144573
Q5TK75,-0.20029798,0.013406345
Q5VY80,5.8529506,-0.22512165
Q5W3L5,-0.19116277,0.019974848
Q6H3X3,5.3187947,-0.22964515
Q6IVJ7,-0.15564479,-0.0034498132
Q6Q0M4,-0.10558813,0.045455597
Q6UV35,-0.17052491,-0.019435769
Q70I55,-0.13380176,0.029242387
Q7JFI6,-0.12142975,0.014523565
Q7YQB0,-0.2095312,-0.0013061666
Q7YQB2,-0.174859,-0.012467545
Q860B7,-0.11167143,0.043673992
Q861B1,-0.103450716,-0.01615267
Q861E7,-0.1910531,-0.002545627
Q861E9,-0.12780322,-0.008744936
Q861F0,-0.119811736,-0.0065479176
Q861F6,-0.17459182,-0.020793013
Q861F7,-0.17210715,-0.020108713
Q8HX85,-0.17575099,-0.023881625
Q8MGZ8,-0.12307077,0.038366754
Q8MH48,-0.1752264,-0.018993644
Q8N5T0,4.425252,0.47595233
Q8SNA8,-0.13135733,0.008244468
Q8SNB1,-0.11905064,0.020646963
Q8SP59,-0.13122886,0.011553712
Q8SP60,-0.08627109,0.0056389812
Q8SP61,-0.113716014,0.017448843
Q8SP62,-0.12353043,0.009679039
Q8SP63,-0.05844032,-0.003000331
Q8SP64,-0.050486665,-0.004247162
Q8SP65,-0.09268464,0.0108397575
Q8TE31,-0.12356052,0.026106287
Q8TE32,-0.12677664,0.013757964
Q8WLQ8,0.0033195512,0.007790508
Q8WLQ9,-0.10879892,0.024326343
Q8WLR0,-0.107315205,0.026980564
Q8WLR2,-0.13608876,0.006907931
Q8WLR3,-0.13596334,0.007621198
Q8WLS1,-0.17106971,-0.019055195
Q8WLS4,-0.19205402,-0.017861266
Q8WWJ0,-0.13072908,0.0044573876
Q8WZ43,-0.11738449,0.022739947
Q95346,-0.14820366,0.01698464
Q95361,-0.083742596,-0.008955114
Q95363,-0.1303639,-0.0018244601
Q95HC2,-0.1841256,-0.019330591
Q95HL2,-0.13549699,0.013787255
Q95HL7,0.1271991,-0.055455185
Q95HL9,-0.18752974,-0.017957853
Q95HM0,-0.19130427,-0.00431976
Q95HM1,-0.18971393,-0.008112067
Q95HM2,-0.18685974,-0.008142388
Q95HM3,-0.18617237,-0.0042385375
Q95HM4,-0.10703714,-0.013926101
Q95HM5,-0.14395185,-0.01295502
Q95HM6,-0.055190127,-0.01428285
Q95HN1,-0.15504459,-0.012841237
Q95J05,-0.17658088,-0.021893445
Q95J07,-0.18264052,-0.0102455625
Q96DW9,-0.15929636,0.013232033
Q9BZM4,5.59203,-0.17199977
Q9BZM5,5.880823,-0.22154827
Q9BZM6,4.1528726,-0.11342118
Q9GJ24,-0.1836092,-0.016131267
Q9GJ44,-0.19779612,-0.009218512
Q9GJ45,-0.20025237,0.005781262
Q9MY34,-0.2119336,-0.008650317
Q9MY47,-0.14394829,-0.02481802
Q9MYA2,-0.18372358,-0.016927514
Q9MYI6,-0.16355756,0.004562746
Q9TNU1,-0.12188649,-0.0052942224
Q9TPW6,-0.20911817,0.007857012
Q9TQ65,-0.17295583,-0.02711426
Q9TQ73,-0.18204641,-0.01814491
Q9TQ74,-0.17336547,-0.020913417
Q9TQB6,-0.17618926,-0.020371819
Q9TQB8,-0.12353021,0.012749626
Q9UNN8,4.4174786,0.2577159
R5AK10,-0.200642,0.012873237
S5DHS4,-0.13462326,0.02499076
S6AU73,-0.20503686,0.011484087
S6BVK3,-0.14263554,0.019154593
S6EYQ3,-0.21570338,0.00270663
S6F453,-0.19780874,0.006696991
S6FC63,-0.20943043,0.00458098
S6FC68,-0.19959232,0.014680055
S6FM53,-0.20179681,0.0018951868
S6FM58,-0.21127838,0.0011159588
S6FW97,-0.184807,-0.018883562
U5YJJ6,-0.18983229,-0.012304307
U5YJK1,-0.1931684,-0.012802349
U5YJP1,-0.20024018,-0.0112329265
U5YKE0,-0.19519074,-0.014770581
U6BR87,-0.21274279,0.005071162
V6E0U6,-0.15897536,-0.00034741432
V9HVZ9,-0.2151959,-0.00060459395
W6JNQ2,-0.1504487,0.0031936695
X5D2K4,-0.18200925,-0.014453255
X5LKD6,-0.18351449,-0.013135269
X5M233,-0.16490282,0.0008678087
