UniProt_ID,PC1,PC2
A0A858LG55,-0.4964953,-0.010478741
A0A858LJX3,-0.4952493,0.009361645
A0A866VWG0,-0.4280275,0.0028943007
A0A866W1K1,-0.48200384,0.029857572
A0A866W2K2,-0.430616,0.010785156
A0A866W2Z2,-0.49983874,0.028208844
A0A866W398,-0.41923288,0.02402199
A0A866W3D0,-0.4510853,0.018941691
A0A866W3F9,-0.4277294,0.016959496
A0A866W3Y5,-0.48740578,-0.015176354
A0A8C8PVM5,1.5924428,-0.03660049
A0A8F4G6N8,-0.42841116,0.035775185
A0A8F4G6Q4,-0.47359774,0.006274315
A0A8F4G6R9,-0.45862803,0.03110186
A0A8F4G6S3,-0.3983363,0.020823268
A0A8F4G6S8,-0.46818164,0.0028431863
A0A8F4G8C0,-0.38014275,0.009329474
A0A8F4G8D0,-0.40831122,0.019036818
A0A8F4G8X1,-0.46882552,0.0019302752
A0A8F4G8Y5,-0.4569271,0.010869099
A0A8F4G964,-0.47195306,0.067477025
A0A8F4GAB3,-0.49277303,-0.011160252
A0A8F4GAB4,-0.46636543,0.0014420728
A0A8F4GAC3,-0.4937167,0.0029435616
A0A8F4GAC4,-0.4048811,0.023707911
A0A8F4GAG1,-0.403964,0.03934167
A0A8F4GAH9,-0.40583655,0.026575284
A0A8F4GDV6,-0.420887,0.04583284
A0A8F4GDW7,-0.47165525,0.014310997
A0A8F4JD05,-0.3937223,0.011482716
A0A8F4JDK3,-0.31618246,0.0030289164
A0A8F4JDT8,-0.41868126,0.023325443
A0A8F4JDU3,-0.47057408,0.005251568
A0A8F4JG78,-0.47754258,0.014215713
A0A8F4JGX4,-0.43642247,0.02763018
A0A8F4JGX9,-0.3946517,-0.031536236
A0A8Q3SIV3,-0.29743397,-0.021253513
A0A9L9PXF6,-0.49874708,0.023581043
A0A9L9PXG1,-0.23328611,0.07164783
A0A9L9PY26,-0.47003418,0.01167971
A0A9L9PYF9,-0.4646742,0.018880893
A0AAQ5BHK7,3.1844995,-0.3188485
A0AAQ5BHL2,13.669264,2.268523
A0AAQ5BHM4,2.5254967,-0.47278035
A0AAQ5BHP7,2.6262653,-0.47745872
A0AAQ5BI30,2.748786,0.6282072
A0AAT9FSN1,-0.49640957,0.009066858
A0AAT9PAB7,-0.49736765,0.006813124
A0AB38YL62,-0.4903728,0.04870377
A2AEA2,-0.4871963,-0.024733229
A2BF26,-0.4748344,-0.0028134943
A2RRL5,4.4650416,-0.18164049
A3F718,-0.49111417,0.042552363
A5CLI0,-0.49509206,0.041399796
B0UXQ0,-0.48477578,0.020916017
B5MAH4,-0.4661338,0.022496497
B6ETN7,-0.48198998,-0.00015492388
B8YBG3,-0.49654868,0.01048657
C1K0Y0,-0.4693986,-0.025400525
C1K0Y1,-0.49728534,-0.01741332
C5IWX6,-0.47232822,0.015965873
C5IWX9,-0.4676428,0.0133381095
C5IWY0,-0.47666168,0.011900682
C5IWY6,-0.48433802,0.02982165
C5IYE6,-0.4865451,0.009299003
C5IYE7,-0.5024082,0.01796278
C5IYE8,-0.48082334,0.041911554
C5J3Z8,-0.48785782,0.039244317
C5J3Z9,-0.49628103,0.041173067
C5J403,-0.48926398,0.050126854
C5MK49,-0.49599585,0.021358157
C5MK52,-0.5048619,0.022198288
C5MK53,-0.49056804,0.024032287
C5MK54,-0.4936488,0.013212917
C5MK56,-0.48532706,0.021300556
C5NT78,4.6071115,-0.60266745
C6K6H4,-0.4985207,0.035315994
C6K6H6,-0.44983798,0.02457811
C6K6H9,-0.44780633,0.002437086
C6K6I7,-0.5044821,0.018052181
C6K6J0,-0.45102438,0.0056537893
C6K6J1,-0.49315965,0.05361556
C6K6J4,-0.44659,-0.001328767
C9E8V1,-0.49380594,-0.019367242
C9E8V9,-0.50218815,0.022769418
C9E8W1,-0.49871805,0.011581094
C9JAK3,5.015705,-0.47361416
C9JEV0,2.4259539,-0.17557321
D0EV57,-0.39496195,0.012267067
D0V0C4,-0.47517633,0.007512786
D2KNA0,5.260159,-0.51572466
D2KZ37,-0.4313153,0.038549427
D2U832,-0.40207282,-0.01869348
D5H3J5,-0.43400958,0.046823822
D5L9K0,-0.48624954,0.05741313
D9J307,-0.4511263,0.035114333
D9UAY1,-0.4832554,0.0037482393
E3UN97,-0.4857994,0.017538259
E5FQ47,-0.45692787,-0.0026865166
E7CRN8,-0.4859178,0.06280375
E7CRP1,-0.4530458,0.031591695
E7CZN2,-0.25636545,-0.016892813
E7CZN3,-0.4160537,0.016032109
F4NBP7,-0.48435968,0.04297424
F4NBQ1,-0.49519286,0.042713847
F4NBQ8,-0.48660472,0.042371724
F4NBT2,-0.48669294,0.021284973
F4NC28,-0.5018842,0.022940341
F5H7Q8,5.2483234,-0.514135
F6IQA6,-0.49063534,-0.022687826
F6IQM2,-0.50341225,0.012700549
F6IQR9,-0.49127463,0.02951902
F6IQS1,-0.48536587,0.01402554
F6IQY1,-0.4853018,0.009184611
F6IQZ4,-0.48001784,0.0011193616
F6IR24,-0.48368073,0.0041771038
F8W7W8,2.534482,-0.4689439
G0M6G4,-0.465966,0.033793084
H6SI89,-0.44150278,0.021481695
H6VGI9,-0.45236254,0.0019434574
H7C4K4,2.9222326,-0.4221646
H9BNV4,-0.42060357,0.026782805
H9CTV0,4.571248,-0.60673475
I2G9F9,-0.49473232,0.013009808
I3QHR3,-0.37897736,0.01638478
I3ZN80,-0.4833065,0.033992674
I3ZN83,-0.49987182,0.015693199
I3ZN84,-0.5003785,0.0355571
I3ZN85,-0.44888747,-0.0015119624
I4EPX9,-0.48325497,0.027004384
K7DVA1,-0.47392726,-0.004901309
M0QYN1,4.7613206,-0.2617115
M0QYN9,4.7629843,-0.257552
M1RL68,-0.47874695,0.022502463
O02874,-0.42196926,0.00610517
O02923,-0.4007062,-0.013091416
O02924,-0.40737984,-0.008866153
O02925,-0.407837,-0.011757568
O02926,-0.4038789,-0.013588045
O02927,-0.39845273,-0.012372246
O02928,-0.40234977,-0.008790678
O02929,-0.40742078,-0.010741494
O02968,-0.3618704,0.00026015603
O19508,-0.030080585,0.15211704
O19520,-0.30848137,0.004003017
O19521,-0.41024598,0.027028594
O19554,-0.49276093,0.031999737
O19589,-0.50435835,0.011238352
O19617,-0.46965584,-0.025763048
O19626,-0.4751985,0.031872902
O19642,-0.46884295,0.016161611
O19644,-0.35745642,0.0025521708
O19645,-0.41760656,0.03086546
O19646,-0.37758622,-0.0014439018
O19648,-0.339741,-0.0056021735
O19650,-0.41373342,0.008655987
O19671,-0.3279916,0.0078776935
O19672,-0.31222782,0.004361883
O19677,-0.485749,0.02229356
O19691,-0.45260385,-0.014435258
O19755,-0.49292186,0.019001663
O19781,-0.48649046,0.037358668
O19782,-0.45706362,0.0031404065
O19790,-0.49264362,0.030375164
O78043,-0.35157377,-0.018522695
O78126,-0.47138676,0.015736528
O78164,-0.497171,0.005217866
O78179,-0.50239533,0.0021375408
O78182,-0.37499055,0.025894882
O78183,-0.4277567,0.023919448
O78189,-0.49810535,0.040044185
O98221,-0.44929218,0.031550195
P01889,-0.46138513,0.019455574
P01893,-0.45265844,0.04147199
P04439,-0.46905932,0.012378854
P06126,4.1052804,-0.18582201
P10321,-0.44549245,-0.029568247
P13747,-0.3605449,0.011762415
P15812,4.466903,-0.17462401
P15813,4.1206584,-0.2485036
P17693,-0.48064578,-0.010739558
P25311,2.4868267,-0.18420656
P29016,4.164713,-0.19535154
P29017,4.25345,-0.2308422
P30511,-0.39308563,0.012392001
P55899,4.7733846,-0.25225177
P79543,-0.033158474,0.14670719
P79549,-0.49775657,0.03896294
P79603,-0.47191256,0.02544447
P79612,-0.46010536,0.02026791
Q08173,-0.4957029,0.03278661
Q1XDY2,-0.4869198,-0.02254971
Q29637,-0.45736143,0.0038930336
Q29642,-0.4184504,0.059112262
Q29644,-0.48746237,0.03724826
Q29645,0.014784474,0.13571338
Q29653,-0.44981778,0.023935905
Q29654,-0.45231783,0.024656959
Q29666,-0.43256098,0.020558966
Q29667,-0.33714598,0.051666413
Q29669,-0.49171785,0.019549659
Q29674,-0.45549035,0.007976025
Q29676,-0.38951993,0.007718504
Q29689,-0.4732435,0.0022371328
Q29694,0.050241657,0.12175795
Q29699,-0.42498794,0.01791628
Q29700,-0.48586783,0.022424096
Q29701,-0.35649425,0.017916776
Q29705,-0.49534324,0.04553815
Q29707,1.8231733,0.42367908
Q29710,-0.39556557,0.017272392
Q29716,-0.33478096,0.0009793912
Q29724,-0.39543566,0.0057847663
Q29733,-0.42572552,0.0384678
Q29739,-0.37202334,0.009884146
Q29740,-0.41541877,0.038367614
Q29741,-0.41045412,0.036837026
Q29748,-0.4927129,0.043224562
Q29756,-0.3862344,0.010081694
Q29757,-0.45436257,0.004907211
Q29760,-0.4015211,0.04262061
Q29761,-0.4098819,0.024457721
Q29763,-0.4036485,0.0317027
Q29844,-0.4838788,0.042734347
Q29849,-0.48489892,0.043394182
Q29907,-0.46192273,0.01435199
Q29911,-0.47982612,0.059706353
Q29932,-0.48670575,0.055033557
Q29934,-0.5010843,0.039318416
Q29938,-0.49211508,0.050031506
Q29939,-0.29450777,0.008260443
Q29941,-0.45311815,0.023505528
Q29943,-0.48906913,0.055202585
Q29948,2.2578514,0.5473124
Q29958,1.221504,0.35162964
Q29980,4.539351,-0.650726
Q29981,-0.49343914,0.048058435
Q29983,4.6685805,-0.60743594
Q29985,-0.48840398,0.047294624
Q29988,-0.36865324,-0.038442526
Q2L6G2,-0.4806169,0.05825494
Q2L6G3,-0.4934247,-0.007937649
Q2LC90,-0.4471847,0.03847975
Q2LC91,-0.44371912,0.017400738
Q2LC92,-0.4373632,0.037090037
Q2LC93,-0.47069734,0.014169328
Q2LC95,-0.45533907,0.024759553
Q2MJJ5,-0.47918117,0.031572588
Q2MJJ6,-0.4844328,0.009924898
Q2UV93,-0.42624706,0.029026631
Q30172,-0.49034896,0.048323818
Q30182,-0.46838433,-0.02747372
Q30191,-0.5029938,0.027117288
Q30201,3.1176984,-0.4270269
Q30206,-0.49586338,0.043410175
Q30207,-0.49367628,0.03286426
Q31602,-0.493424,0.055302
Q31611,9.703747,1.9006637
Q3ZAR2,4.467098,-0.4767786
Q4V753,4.7648644,-0.46565983
Q4V9S8,5.0409536,-0.48330307
Q52YL7,-0.46529892,0.022441408
Q53X46,-0.18133195,-0.030596828
Q53YP1,-0.49722055,0.006606558
Q53Z42,-0.46725348,0.015482211
Q546I7,-0.4993397,-0.010921001
Q546I9,-0.4798954,0.018529013
Q546J0,-0.50373924,0.028017728
Q56H30,-0.5021428,0.021119425
Q5D1W8,-0.5005667,0.0048410506
Q5MAG5,-0.47807828,0.020042967
Q5QT33,-0.48890403,0.02042289
Q5RIP0,-0.5036429,0.00043623056
Q5RJ27,-0.4881895,0.0019573593
Q5RJ85,-0.47389412,-0.02461225
Q5S3G3,-0.473924,0.008281131
Q5SPM2,-0.48976758,0.0350031
Q5SRN5,-0.47913805,0.009399678
Q5SRN7,-0.4531174,0.015155817
Q5SS57,-0.45237467,-0.012856621
Q5SUL5,-0.47796082,0.030188588
Q5TK75,-0.49095944,0.047680594
Q5VY80,5.621798,-0.37235293
Q5W3L5,-0.48276567,0.039176058
Q6B0J5,2.8153946,-0.47338623
Q6H3X3,5.069252,-0.46092004
Q6IVJ7,-0.44898307,0.010285253
Q6Q0M4,-0.39891097,0.040016815
Q6UV35,-0.4660403,-0.032807834
Q70I55,-0.42623392,0.054744247
Q7JFI6,-0.41601235,0.028671233
Q7YQB0,-0.50236183,0.024158647
Q7YQB2,-0.47007084,-0.024211068
Q860B7,-0.40400633,0.06282451
Q861B1,-0.40125534,-0.026128909
Q861E7,-0.48309848,0.025499739
Q861E8,0.021047968,0.16475683
Q861E9,-0.4193902,0.006495834
Q861F0,-0.41044188,0.016274413
Q861F6,-0.46657845,0.010910063
Q861F7,-0.46371457,0.01514285
Q8HX85,-0.46778598,0.011163239
Q8MGZ8,-0.41560414,0.060799398
Q8MH48,-0.47043443,-0.027966067
Q8N5T0,4.188323,-0.16284725
Q8SNA8,-0.42772734,-0.0032614777
Q8SNB1,-0.41485685,0.0035713043
Q8SP59,-0.42660838,0.02124888
Q8SP60,-0.3799027,0.025559554
Q8SP61,-0.40831485,0.021520816
Q8SP62,-0.41774228,0.03353214
Q8SP63,-0.35171548,0.028154435
Q8SP64,-0.3469617,0.0006647141
Q8SP65,-0.38690627,0.019369012
Q8TD07,4.3286304,-0.4531796
Q8TE31,-0.41674715,0.04675142
Q8TE32,-0.4215325,0.028526925
Q8WLQ8,-0.2916299,0.0063892743
Q8WLQ9,-0.4012917,0.05525599
Q8WLR0,-0.39930806,0.06158509
Q8WLR2,-0.43171218,0.018090395
Q8WLR3,-0.43121696,0.021705747
Q8WLS1,-0.46613613,-0.027288077
Q8WLS4,-0.484515,0.010362656
Q8WWJ0,-0.4264326,0.016295863
Q8WZ43,-0.41202232,0.023938164
Q95346,-0.44038025,0.028279942
Q95361,-0.37754104,0.01856787
Q95363,-0.42754441,-0.0058169803
Q95364,0.1951212,0.18536487
Q95460,1.9144583,0.044249
Q95HC2,-0.48014915,-0.033313863
Q95HL2,-0.43153894,0.01263963
Q95HL7,-0.1654621,-0.030583264
Q95HL9,-0.4809555,0.0107601965
Q95HM0,-0.48342767,0.028578214
Q95HM1,-0.48243305,0.02159966
Q95HM2,-0.48017934,0.008273466
Q95HM3,-0.4790659,0.0132969795
Q95HM4,-0.3993338,0.012683443
Q95HM5,-0.43537778,0.020212132
Q95HM6,-0.3527002,-0.04049594
Q95HN1,-0.44993424,-0.013132466
Q95J05,-0.46842942,0.013512083
Q95J07,-0.47448444,0.020877892
Q96DW9,-0.45153168,0.03150402
Q96QC4,4.5371623,-0.62796575
Q9BZM4,5.349448,-0.39632696
Q9BZM5,5.6497884,-0.36465767
Q9BZM6,3.8864102,-0.48517612
Q9GJ24,-0.47542143,0.01590688
Q9GJ44,-0.49105722,0.0094208205
Q9GJ45,-0.4924125,0.027430052
Q9MY34,-0.50503504,0.01319138
Q9MY47,-0.44046515,-0.025333907
Q9MYA2,-0.47890145,-0.025079431
Q9MYI6,-0.45617878,0.02776034
Q9TNU1,-0.4176798,0.008479081
Q9TPW6,-0.5022679,0.020588113
Q9TQ65,-0.46538845,0.0035805542
Q9TQ73,-0.47489277,0.008242281
Q9TQ74,-0.4660702,0.008723174
Q9TQB6,-0.4678217,0.015476225
Q9TQB8,-0.4184735,0.02520367
Q9UNN8,4.1822324,-0.17891449
R5AK10,-0.49308008,0.029625341
S5DHS4,-0.42921776,0.023715742
S6AU73,-0.49735016,0.030541742
S6BVK3,-0.4338596,0.0365771
S6EYQ3,-0.5087312,0.02257467
S6F453,-0.4890474,0.036516707
S6FC63,-0.5017279,0.03155544
S6FC68,-0.49122748,0.032673478
S6FM53,-0.49568418,0.0031886694
S6FM58,-0.50397456,0.025900243
S6FW97,-0.47737834,0.0060083866
U5YJJ6,-0.4832885,0.0057001347
U5YJK1,-0.48672014,0.0054157083
U5YJP1,-0.49223724,0.019352615
U5YKE0,-0.4871814,0.016425429
U6BR87,-0.5047765,0.0353682
V6E0U6,-0.45343477,0.0025021133
V9HVZ9,-0.50795543,0.024452299
W6JNQ2,-0.4437463,0.009825992
X5D2K4,-0.47486684,0.008570152
X5LKD6,-0.47730634,0.002808463
X5M233,-0.45846695,0.01488833
