UniProt_ID,PC1,PC2
A0A583ZBW3,-0.2629423,-0.0075097536
A0A583ZBW7,-0.22701497,0.014357362
A0A583ZBW8,-0.24933897,0.0005852378
A0A583ZBX0,-0.27427602,0.003215932
A0A583ZBX2,-0.27167955,0.009664476
A0A583ZC08,-0.27439454,0.0028983974
A0A583ZC09,-0.19527546,0.00759717
A0A583ZC10,-0.20359927,-0.018168323
A0A583ZC12,-0.2565823,0.011377788
A0A583ZC21,-0.25563273,0.016989958
A0A583ZC24,-0.2755208,0.0038714916
A0A583ZC31,-0.27068123,0.004687417
A0A5B8RNS7,-0.2652767,0.017259743
A0A5C1JQH2,-0.22261965,0.0020344367
A0A5H2UEQ8,-0.24836205,0.023345137
A0A5H2UI55,-0.2237167,-0.009996543
A0A5H2UTD7,-0.25230783,0.0165536
A0A5H2UU57,-0.26511863,0.018297147
A0A5H2UYS3,-0.24479894,0.022103628
A0A5J6BVL6,-0.27635384,0.009806195
A0A650CD04,-0.18333267,-0.016818093
A0A669KB34,4.1580777,-0.40396073
A0A678ZGP6,-0.24622439,0.023989325
A0A678ZMW1,-0.22914271,-0.006808932
A0A6B7FTL9,-0.26692963,-0.017203316
A0A6B7HFJ9,-0.27588913,-0.006293604
A0A6M6AMD7,-0.19157477,-0.003220142
A0A6M6CBR2,-0.1904074,0.018055791
A0A6M6CC39,-0.26342294,0.0076590334
A0A6S7XV52,-0.24571921,0.024021886
A0A7T3P0R0,-0.26587105,0.0067540673
A0A7T3RIT5,-0.25639683,0.01454796
A0A858LG55,-0.27168357,0.011283205
A0A858LJX3,-0.2712359,-7.716871e-05
A0A866VWG0,-0.20445555,0.014172762
A0A866W1K1,-0.26031807,0.0039848606
A0A866W2K2,-0.2082406,0.0023951964
A0A866W2Z2,-0.2772148,-0.005844324
A0A866W398,-0.1939566,-0.010845944
A0A866W3D0,-0.2277011,-0.014048024
A0A866W3F9,-0.20138101,-0.019290242
A0A866W3Y5,-0.26222602,0.012953537
A0A8C8PVM5,1.7913822,-0.121418916
A0A8F4G6N8,-0.20354554,-0.022634469
A0A8F4G6Q4,-0.2503339,0.018542655
A0A8F4G6R9,-0.23636782,-0.0046528503
A0A8F4G6S3,-0.17382346,0.012677672
A0A8F4G6S8,-0.24480245,0.021265287
A0A8F4G8C0,-0.1549541,0.016070902
A0A8F4G8D0,-0.18276195,-0.017874407
A0A8F4G8X1,-0.2453676,0.021742145
A0A8F4G8Y5,-0.23503014,0.01736054
A0A8F4G964,-0.25193238,-0.026542446
A0A8F4GAB3,-0.26796934,0.012397576
A0A8F4GAB4,-0.24290083,0.021977909
A0A8F4GAC3,-0.26952365,0.008032927
A0A8F4GAC4,-0.17952001,0.0011441354
A0A8F4GAG1,-0.17978588,-0.041760806
A0A8F4GAH9,-0.18070853,0.0002760203
A0A8F4GDV6,-0.19646092,-0.035124958
A0A8F4GDW7,-0.24882571,0.008184588
A0A8F4JD05,-0.16785954,0.0022233191
A0A8F4JDK3,-0.09275669,0.037409965
A0A8F4JDT8,-0.19288698,-0.007351372
A0A8F4JDU3,-0.24798942,0.019529667
A0A8F4JG78,-0.25473583,0.011026689
A0A8F4JGX4,-0.21370034,-0.02093277
A0A8F4JGX9,-0.1660883,0.016921736
A0A8Q3SIV3,-0.07408803,0.04648107
A0A9L9PXF6,-0.2759544,-0.0033874563
A0A9L9PY26,-0.24716209,0.011915654
A0A9L9PYF9,-0.2424244,0.009735766
A0AAQ5BHM4,2.7364893,0.11962386
A0AAQ5BHP7,2.836256,0.10391059
A0AAT9FSN1,-0.2723097,-0.0042830496
A0AAT9PAB7,-0.2736507,0.0071662907
A0AB38YL62,-0.26914936,-0.019074636
A2AEA2,-0.26154634,0.015395987
A2BF26,-0.24895918,0.0054645347
A3F718,-0.26916635,-0.014223154
A5CLI0,-0.2733796,-0.01648751
B0UXQ0,-0.26230815,0.0043435516
B5MAH4,-0.24416019,-0.01449828
B6ETN7,-0.25796887,0.014932262
B8YBG3,-0.27299997,0.0066286363
C1K0Y0,-0.2439964,0.008461459
C1K0Y1,-0.27179244,0.012812624
C5IWX6,-0.25011796,0.022541732
C5IWX9,-0.24575977,0.02406256
C5IWY0,-0.25369734,0.012215038
C5IWY6,-0.26269832,0.005600176
C5IYE6,-0.26304302,0.0033917294
C5IYE7,-0.2795052,0.0064862478
C5IYE8,-0.25945437,-0.015894411
C5J3Z8,-0.26596823,-0.020379962
C5J3Z9,-0.27445802,-0.013562318
C5J403,-0.2681395,-0.018047592
C5MK49,-0.27271277,-0.01024442
C5MK52,-0.28154865,-0.0020352104
C5MK53,-0.26789188,-0.015796395
C5MK54,-0.27034724,-0.0131507255
C5MK56,-0.26267108,-0.018901102
C6K6H4,-0.27615204,-0.01604077
C6K6H6,-0.22701342,-0.0076530674
C6K6H9,-0.22315346,-0.004399957
C6K6I7,-0.28099224,-0.0051413593
C6K6J0,-0.2266192,-0.004619245
C6K6J1,-0.27219254,-0.008127005
C6K6J4,-0.2223795,-0.0061750445
C9E8V1,-0.268159,0.013718959
C9E8V9,-0.27977386,0.0044941655
C9E8W1,-0.27549008,-0.0015707284
C9JAK3,5.196469,0.30750936
C9JEV0,2.615987,-0.070976645
D0EV57,-0.17409366,0.014016413
D0V0C4,-0.25191003,0.014853099
D2KZ37,-0.20724705,-0.014280219
D2U832,-0.17452767,0.017681483
D5H3J5,-0.21250722,-0.0198339
D5L9K0,-0.26559046,-0.020211507
D9J307,-0.22904944,-0.011140349
D9UAY1,-0.25955158,0.013979985
E3UN97,-0.263056,0.006133899
E5FQ47,-0.23285317,0.021894954
E7CRN8,-0.26566875,-0.017014269
E7CRP1,-0.23058563,-0.005497787
E7CZN2,-0.029661087,0.026377022
E7CZN3,-0.19046672,-0.0041958173
F4NBP7,-0.26299027,-0.018161738
F4NBQ1,-0.27363682,-0.01626029
F4NBQ8,-0.26494774,-0.021709958
F4NBT2,-0.263932,-0.018647002
F4NC28,-0.27921122,-0.0055950554
F6IQA6,-0.26485008,0.0163123
F6IQM2,-0.28024623,0.008403451
F6IQR9,-0.26895186,0.00038263202
F6IQS1,-0.26303774,0.016580217
F6IQY1,-0.26177529,0.006718471
F6IQZ4,-0.25611714,0.016513683
F6IR24,-0.2598717,0.010674516
F8W7W8,2.7451549,0.117072985
G0M6G4,-0.24382442,0.0060780016
H6SI89,-0.21807057,-0.01642146
H6VGI9,-0.22773558,-0.0018530834
H7C4K4,3.1267195,0.09823152
H9BNV4,-0.19627054,-0.0022292475
I2G9F9,-0.27170554,-0.0011770441
I3QHR3,-0.15411651,0.010843806
I3ZN80,-0.2616169,-0.00078017206
I3ZN83,-0.27597457,-0.0076185586
I3ZN84,-0.2779182,-0.0023680702
I3ZN85,-0.224033,-0.0047196336
I4EPX9,-0.26089224,0.002829262
K7DVA1,-0.2496657,0.00017890825
M1RL68,-0.25644052,0.0068477797
O02874,-0.19849472,0.01160632
O02923,-0.173256,-0.014688925
O02924,-0.18007658,-0.018172555
O02925,-0.18028189,-0.0159637
O02926,-0.17629418,-0.014854758
O02927,-0.17107801,-0.015343989
O02928,-0.17515054,-0.01611048
O02929,-0.1799602,-0.016240943
O02968,-0.1366567,0.024270887
O19520,-0.08540166,0.03931366
O19521,-0.18572417,0.0041099153
O19554,-0.27011952,-0.018998558
O19589,-0.2802345,-0.0031640718
O19617,-0.24429166,0.008513553
O19626,-0.2531595,-0.02658668
O19642,-0.24713002,0.02297445
O19644,-0.13058345,0.007269946
O19645,-0.19241028,-0.011697065
O19646,-0.15003444,0.007004482
O19648,-0.112782076,0.0075815925
O19650,-0.18756671,-0.009424023
O19671,-0.10472961,0.03295606
O19672,-0.088901654,0.037856188
O19677,-0.2633678,0.0018068041
O19691,-0.22665834,-0.0013339052
O19755,-0.2699539,-0.014242157
O19781,-0.26440752,-0.021351982
O19782,-0.23241024,-0.0010375006
O19790,-0.2700839,-0.01851901
O78043,-0.12360742,0.0169264
O78126,-0.24958238,0.022758434
O78164,-0.27280098,-0.0008012001
O78179,-0.2783674,0.005806383
O78182,-0.15075183,0.0066569606
O78183,-0.2018665,-0.010326964
O78189,-0.2761811,-0.00641686
O98221,-0.22752382,0.014888866
P01889,-0.2379022,-0.0031423254
P01893,-0.2321283,-0.00346596
P04439,-0.24616686,0.007344442
P06126,4.2862806,-0.4543565
P10321,-0.21841747,0.0004963256
P13747,-0.14050815,0.019815383
P15812,4.6480346,-0.45898202
P15813,4.308599,-0.41463977
P17693,-0.25640985,0.005672943
P25311,2.6762745,-0.053466503
P29016,4.342938,-0.46085057
P29017,4.4333663,-0.40549335
P30511,-0.17201176,0.010445968
P55899,4.937911,-0.18395342
P79549,-0.27582633,-0.014357569
P79603,-0.25082815,0.018725825
P79612,-0.23676714,0.0016607495
Q08173,-0.2731483,-0.01710863
Q1XDY2,-0.26103017,0.0075880927
Q29637,-0.23243858,-0.001508914
Q29642,-0.1947592,-0.032299284
Q29644,-0.2659214,-0.017428262
Q29653,-0.22677363,-0.01670857
Q29654,-0.22931218,-0.014202507
Q29666,-0.20646618,-0.0021120857
Q29667,-0.11536102,0.004654369
Q29669,-0.26876605,-0.016151996
Q29674,-0.23124188,-0.0070005544
Q29676,-0.16353223,0.0029057688
Q29689,-0.24967991,0.017227428
Q29699,-0.19882958,-0.0044830036
Q29700,-0.2631783,-0.019992298
Q29701,-0.13189366,0.015338048
Q29705,-0.27365774,-0.008958496
Q29710,-0.1701272,-0.0006120423
Q29716,-0.108405255,-0.0007347229
Q29724,-0.1698021,0.016397405
Q29733,-0.20088744,-0.010370106
Q29739,-0.14722186,0.016772432
Q29740,-0.19156082,-0.00037360776
Q29741,-0.18649301,-0.0014126383
Q29748,-0.27104187,-0.016311016
Q29756,-0.16142929,0.022195864
Q29757,-0.23089646,0.011104597
Q29760,-0.17764221,-0.00049616076
Q29761,-0.18476556,-0.014292456
Q29763,-0.17885149,-0.027244268
Q29844,-0.2623063,-0.021300325
Q29849,-0.26292953,-0.018014831
Q29907,-0.23954707,0.015588325
Q29911,-0.25929007,-0.021678392
Q29932,-0.26575342,-0.01869665
Q29934,-0.27909592,-0.006490648
Q29938,-0.27077237,-0.009910078
Q29939,-0.07520942,0.02695971
Q29941,-0.23050816,-0.00968374
Q29943,-0.26841313,-0.019220773
Q29980,4.7058287,0.071901284
Q29981,-0.27202573,-0.016372383
Q29983,4.8326592,0.06432846
Q29985,-0.2671257,-0.01862814
Q29988,-0.14396277,0.03131038
Q2L6G2,-0.25991085,-0.021460492
Q2L6G3,-0.26874065,0.008380661
Q2LC90,-0.22526771,-0.016558008
Q2LC91,-0.22021322,-0.016421076
Q2LC92,-0.21578106,-0.015451283
Q2LC93,-0.24810947,0.012807828
Q2LC95,-0.2345927,0.021445993
Q2MJJ5,-0.25764447,0.0036096235
Q2MJJ6,-0.26129523,0.009231399
Q2UV93,-0.20141195,-0.02253752
Q30172,-0.26907167,-0.019297712
Q30182,-0.24304715,0.015859505
Q30191,-0.2801157,-0.009468609
Q30201,3.3195624,0.061173413
Q30206,-0.27413136,-0.014462534
Q30207,-0.27127567,-0.01674612
Q31602,-0.27268028,-0.013797094
Q4V753,4.9472866,0.3317836
Q4V9S8,5.2214193,0.3055045
Q52YL7,-0.24408461,0.020110028
Q53X46,0.041175533,0.030383745
Q53YP1,-0.27314037,0.0062293555
Q53Z42,-0.24555485,0.025123369
Q546I7,-0.27437302,0.010081036
Q546I9,-0.2570237,-0.019678464
Q546J0,-0.28079948,-0.0051853415
Q56H30,-0.2787077,-0.006084226
Q5D1W8,-0.27650943,0.0005768512
Q5MAG5,-0.2564576,0.01798986
Q5QT33,-0.26655158,0.0080509
Q5RIP0,-0.27933556,0.01094258
Q5RJ27,-0.26412,0.009275769
Q5RJ85,-0.24864766,0.0119100185
Q5S3G3,-0.25060025,0.013591081
Q5SPM2,-0.26817825,-0.002720618
Q5SRN5,-0.25576696,0.007860411
Q5SRN7,-0.22983415,-0.005060533
Q5SS57,-0.22652027,-0.001187941
Q5SUL5,-0.25586116,0.001440761
Q5TK75,-0.26989853,-0.0116554815
Q5VY80,5.78299,0.35421923
Q5W3L5,-0.26066497,-0.020718036
Q6H3X3,5.248441,0.31619427
Q6IVJ7,-0.22539108,0.00042932306
Q6Q0M4,-0.17460388,-0.04475763
Q6UV35,-0.24035941,0.0148110725
Q70I55,-0.2029341,-0.026774736
Q7JFI6,-0.19074097,-0.008525153
Q7YQB0,-0.27917263,-0.00032775503
Q7YQB2,-0.24464875,0.007401908
Q860B7,-0.18065092,-0.040418543
Q861B1,-0.17300308,0.019103756
Q861E7,-0.26075172,0.00055589515
Q861E9,-0.19752756,0.00926449
Q861F0,-0.18952441,0.008548106
Q861F6,-0.24449451,0.022928316
Q861F7,-0.24201602,0.023351979
Q8HX85,-0.24565381,0.026321864
Q8MGZ8,-0.19213714,-0.033454023
Q8MH48,-0.24505262,0.014861044
Q8N5T0,4.365251,-0.47843608
Q8SNA8,-0.20070149,-0.00804708
Q8SNB1,-0.18824813,-0.02189274
Q8SP59,-0.20055743,-0.007118532
Q8SP60,-0.15571111,0.004206843
Q8SP61,-0.18307364,-0.012024419
Q8SP62,-0.1929478,-0.0019037308
Q8SP63,-0.12791279,0.016521085
Q8SP64,-0.120060645,0.007726508
Q8SP65,-0.1621518,-0.0031252436
Q8TD07,4.512694,0.26443267
Q8TE31,-0.19282137,-0.019823495
Q8TE32,-0.19610505,-0.008396152
Q8WLQ8,-0.06615882,-0.0017486326
Q8WLQ9,-0.17804259,-0.0155610945
Q8WLR0,-0.17654265,-0.017823024
Q8WLR2,-0.20545474,-0.0029191058
Q8WLR3,-0.20534183,-0.0027646204
Q8WLS1,-0.24091212,0.015419649
Q8WLS4,-0.26194727,0.018996712
Q8WWJ0,-0.20013405,-0.0009055736
Q8WZ43,-0.18667763,-0.018910334
Q95346,-0.21784979,-0.018867183
Q95361,-0.1532793,0.015499321
Q95363,-0.19975676,0.0044945003
Q95460,2.1063032,-0.15121596
Q95HC2,-0.25393757,0.014275624
Q95HL2,-0.20475432,-0.015061206
Q95HL7,0.056859456,0.061780762
Q95HL9,-0.25743687,0.01995855
Q95HM0,-0.26111528,0.008122392
Q95HM1,-0.2595362,0.011339594
Q95HM2,-0.2567334,0.01056862
Q95HM3,-0.25602955,0.006653165
Q95HM4,-0.17706133,0.019906731
Q95HM5,-0.21387947,0.021087954
Q95HM6,-0.124741845,0.017090766
Q95HN1,-0.22489868,0.008646066
Q95J05,-0.246508,0.024885356
Q95J07,-0.25237277,0.009915134
Q96DW9,-0.22898407,-0.014222424
Q9BZM4,5.5223413,0.28795603
Q9BZM5,5.8109193,0.34746072
Q9BZM6,4.0843515,0.16401064
Q9GJ24,-0.25345668,0.017932514
Q9GJ44,-0.26749098,0.0055738175
Q9GJ45,-0.269829,-0.008836178
Q9MY34,-0.28177422,0.008136134
Q9MY47,-0.21394295,0.022045
Q9MYA2,-0.2535349,0.012814564
Q9MYI6,-0.23328151,-0.0058762133
Q9TNU1,-0.19132075,0.009692176
Q9TPW6,-0.27875283,-0.010046232
Q9TQ65,-0.24287975,0.029841674
Q9TQ73,-0.25193635,0.019434592
Q9TQ74,-0.24320842,0.022313694
Q9TQB6,-0.24609081,0.023294281
Q9TQB8,-0.19285506,-0.0073167603
Q9UNN8,4.353587,-0.19883616
R5AK10,-0.2701942,-0.015205946
S5DHS4,-0.20381446,-0.023956832
S6AU73,-0.274654,-0.012624447
S6BVK3,-0.21231507,-0.01914985
S6EYQ3,-0.2853961,-0.004495425
S6F453,-0.26753303,-0.005669558
S6FC63,-0.27904525,-0.006094711
S6FC68,-0.26924446,-0.015285739
S6FM53,-0.27153814,-0.005552241
S6FM58,-0.2809203,-0.0025880563
S6FW97,-0.25466543,0.01930995
U5YJJ6,-0.25959852,0.008609137
U5YJK1,-0.26293278,0.009096177
U5YJP1,-0.2700866,0.011592071
U5YKE0,-0.26506376,0.016494244
U6BR87,-0.28240797,-0.0049574627
V6E0U6,-0.22875483,-0.004369553
V9HVZ9,-0.2848737,-0.001114469
W6JNQ2,-0.22009395,-0.0078067253
X5D2K4,-0.2517719,0.011883001
X5LKD6,-0.25325698,0.009294495
X5M233,-0.234676,-0.002247592
